@relation langid_train

@attribute language_class {EN,FR,SP}
@attribute text String

@data
SP,'Cambio de ritmo'
SP,'En otra roca, otros puntos semejantes que forman una silueta, un bisonte visto de lado.'
SP,'Es esta unión de fuerzas la que hace del proyecto una idea viable.'
SP,'IMANOL MINER EX COMPONENTE DEL COMANDO GAUA'
SP,'No estoy inspirado si no creo un estado anímico a base de perseverancia, de disciplina, de trabajo.'
SP,'Pero tampoco con países como Holanda o Portugal, que pusieron el grito en el cielo mientras los neutrales se sorprendían de que la presidencia acudiera a esa cita en representación de no se sabe muy bien quién.'
SP,'Al-Haili se encuentra custodiado por las autoridades marroquíes, aunque el Gobierno del país africano no ha informado hasta el momento sobre su captura.'
SP,'Un total de 32 centros asistenciales de distintos niveles de las provincias de Almería, Jaén y Málaga se encuentran integrado dentro del sistema de telemedicina puesto en marcha por la Consejería de Salud hace dos años.'
SP,'Como suele suceder en estos casos, los medios de comunicación han dado amplio espacio a la sentencia, aprovechando la ocasión para aumentar la audiencia en estos meses mortecinos del verano.'
SP,'Se trata de una ocasión particular, consideró el Papa, para que la política y la economía sean iluminadas por la luz del Evangelio.'
SP,'Eso sí, esta cantidad ya llevará incluido un interés de demora, del 5,5 por ciento, que se fija desde el 30 de junio hasta que se descubre el error.'
SP,'Pero el informe recuerda que en 2002 se construirán 370.000 pisos en España, un 30% menos que en 2001.'
SP,'Remates a romper que los recogía la desesperada grada.'
SP,'Juventud --afirmó el Papa antes de rezar con los peregrinos, como todos los'
SP,'El Gobierno catalán desgravará a los padres que ayuden a sus hijos a comprar una vivienda'
SP,'Pero la reforma tiene otro inconveniente si cabe más grave.'
SP,'Crédit Agricole aumenta sus ganancias un 14%'
SP,'prescripción facultativa.'
SP,'Australia ha concretado todos los preparativos para transportarlos en un buque de guerra hasta Papúa Nueva Guinea, desde donde los embarcará en aviones con destino a las dos naciones del Pacífico.'
SP,'La segunda figura proclamada en ese período fue la'
SP,'Según la acusación, el religioso vulneró la dignidad e integridad de las mujeres'
SP,'Otros medios de comunicación también recibieron el mismo correo electrónico anunciando la ejecución de Pearl.'
SP,'P. El problema es que el Barça aún carece de un once ideal.'
SP,'Se trata de un tema decisivo para las perspectivas de la paz.'
SP,'Experiencias similares se sucedieron hasta llegar a San Francisco y otros que daban preeminencia, como los seguidores de la Renovación Carismática, a la alabanza a Dios y a la vivencia de la fuerza divina.'
SP,'Así, quieren que se castigue a través de los acuerdos de cooperación, dejándolos incluso en suspenso, a los países terceros que no colaboren en el control de los inmigrantes clandestinos.'
SP,'El Lens acabó extrayendo un tesoro de su continua embestida, desordenada y todo lo que se quiera, pero extraordinariamente productiva.'
SP,'Por ejemplo, de epilepsia hay 3.000 publicaciones al año que no se pueden acumular, es fundamental poder echarles un vistazo antes de adquirirlos.'
SP,'\"Creo que es la mejor manera de comenzar el milenio\", decía Miriam, una'
SP,'Y es que relacionado o como consecuencia de ese problema vienen los demás: escándalos, droga y robos, que hacen que pasear de noche por esta zona sea un serio problema.'
SP,'Ese paisaje que se distingue desde ahí, esa es la naturaleza que yo siempre procuro reproducir en mi obra.'
SP,'R. No, no, no. Hay mujeres extraordinarias ejerciendo esa candidatura.'
SP,'También, añadió que en las actividades que se van a trabajar con los niños se destacará una serie de valores de vital importancia.'
SP,'Tiene por objetivo atender pastoralmente a todas las personas \"itinerantes\", es decir, emigrantes, refugiados, marineros, peregrinos, turistas...'
SP,'El Poder Judicial avala dividido la Ley de Partidos'
SP,'Debe poder escuchar en plenitud de facultades la sentencia del juicio por sus responsabilidades durante casi una década de crímenes masivos que han envilecido a Europa.'
SP,'Las Brigadas de los Mártires de Al Aqsa, que están vinculadas al movimiento Al Fatah, se atribuyeron este último atentado.'
SP,'en el ajedrez internacional del próximo milenio.'
SP,'El abogado Anderson aduce como prueba de la presunta \'conspiración del Vaticano\' y del silencio, el traslado de parroquia en parroquia de sacerdotes acusados de abuso sexual de menores.'
SP,'RAMÓN CASAMAYOR'
SP,'Hace justamente un año, el Mibor estaba en el 4,310% y el Euribor en el 4,311%.'
SP,'Asimismo, se contempla el soterramiento y el desvío de las líneas de alta tensión.'
SP,'Después de la posguerra, esos derechos y libertades encontraron acogida y fueron consagrados en esos países en sus respectivos ordenamientos jurídicos.'
SP,'El público está mucho más dispuesto a aceptarlas, a meterse dentro y vibrar, no sólo a hablar de ellas\'.'
SP,'Se da por seguro que la petición presidencial será aprobada con una mayoría muy amplia.'
SP,'En Nerja, la seriedad y el respeto fueron las notas predominantes de las procesiones del Viernes Santo, junto con la mujer nerjeña, que acompañó a la Virgen en la muerte de Jesús.'
SP,'Otros dos asuntos que figuran como prioridades de la presidencia española quedarán para próximas reuniones en Madrid y Alicante.'
SP,'Los implicados'
SP,'Pese a que a Chávez aseguró a la prensa que se reunió con los'
SP,'- Un atentado palestino contra un autobús de línea israelí causa ocho muertos'
SP,'social, mujeres con dificultades de inserción laboral, parados mayores de'
SP,'está aumentando el número de casos.'
SP,'Aunque no se suspendió la corrida de toros de ayer por la tarde, se celebró sin acompañamiento musical y comenzó con un minuto de silencio como homenaje al fallecido y muestra de condolencia hacia la familia de Javier Arranz.'
SP,'El portavoz parlamentario de los socialistas señaló que estos magistrados han formulado declaraciones \"imprudentes\" sobre la constitucionalidad del proyecto, unas opiniones que, según Jesús Caldera, pueden \"contaminar\" el proceso.'
SP,'Ibarretxe dejó para la conclusión una de sus advertencias más oscuras sobre los efectos de la iniciativa: ésta \"siembra una semilla de división social extremadamente perniciosa\".'
SP,'El padre Crestani es capellán del Ejército desde hace ocho años y asiste pastoralmente a los diferentes comandos y dependencias militares.'
SP,'Se echó el capote sobre el hombro izquierdo y, cuando arrancó el novillo, interpretó una suerte de invención propia consistente en una especie de serpentina, hilvanada con una chicuelina invertida y culminada con un molinete; más o menos, entiéndase.'
SP,'Stoiber, en cambio, sólo tiene como aliado potencial al Partido Liberal (FPD) o la trágala de una gran coalición entre los dos partidos mayoritarios, CDU-CSU y SPD.'
SP,'- La playa de Santa Pola se reabre 24 horas después de la amenaza de bomba'
SP,'La carrera de Shipman fue examinada por Richard Baker, profesor especialista en la calidad de los cuidados sanitarios, y director de administración clínica, investigación y desarrollo en la Universidad de Leicester.'
SP,'intervienen en esta enfermedad\".'
SP,'El fabricante de automóviles italiano atraviesa una difícil situación tras la fuerte caída de las ventas, y anunció su intención de desprenderse de algunos negocios para obtener liquidez.'
SP,'Los atentados del 11 de septiembre, presenciados en directo, transformaron la velocidad de la transmisión en una necesidad agobiante, y el rigor informativo fue una de sus víctimas.'
EN,'Video capture/recording equipment - such as surveillance cameras, digital camcorders, and in-car cameras.'
EN,'After 30th June they\'ll have to ask people to find their own accommodation.'
EN,'A legislative bill giving Loxahatchee Groves the ability to become Palm Beach County\'s 38th municipality passed through committee Wednesday, a major step toward autonomy for the rural community.'
EN,'Government spokesmen claim the allegations are part of a plot to destabilize Arroyo\'s administration.'
EN,'Mayor Arden Chaffee spoke in honor of Glen and Elva Lu\'s service to the City of Alva.'
EN,'Over shot that parking space and her car wound up in the canal,\" said Sgt. Andy Zettek with the Margate Police Department.'
EN,'Also, those who are seriously ill should check with their doctor about whether to get vaccinated.'
EN,'It\'s just we\'re pulling together now.\"'
EN,'Matt Coughlin can be reached at mcoughlin@phillyBurbs.com.'
EN,'The second Test at Kingston opens on June 3.'
EN,'Exxon shares rose 74 cents, or 1.4 percent, to $54.75 Monday on the New York Stock Exchange.'
EN,'Mr Dodds said anyone who could be of assistance should cooperate with police.'
EN,'\"I don\'t know the answer and I don\'t really find the topic as to why all that interesting.'
EN,'Luke Walton barely missed a triple-double with 10 points, 12 rebounds and nine assists starting in place of Kobe Bryant.'
EN,'Now Hartz says that next spring it will stop making its flea and tick drops for cats.'
EN,'\"What do you like about any of this?\"'
EN,'Now you can get these rustic sandwiches at Daniele\'s Piadina, an immaculate and very nonrustic, blue-and-white shop on the border between Chelsea and the Flatiron District.'
EN,'The ones already at Scott would be retired, for a net gain of four planes that will be part of the 126th Air Refueling Wing.'
EN,'Some buyers are waiting more than six months to get a new Toyota Prius while waiting times for a luxury Lexus RX 400 hybrid can take up to a year.'
EN,'Pippa Cuthbert and Lindsay Cameron Wilsonâ€™s exuberant book Juice!'
EN,'In Venezuela, the operation is enjoying a very healthy revenue performance, generating the equivalent of approximately $2 million for the quarter.'
EN,'Saizeriya Co. and Snow Brand Milk Products Co.'
EN,'The motion alleged, among other things, that the full surveillance tape was not released by the school, and that other children have gone missing from the school in the past.'
EN,'Working with friends makes for a good time and a great deal of accomplishment,\" Kucharz added.'
EN,'She had survived horrors Bertelson was yet to learn of.'
EN,'Bets in California are pooled with the existing Mega Millions states of New York, Texas, Massachusetts, Michigan, Ohio, Maryland, Georgia, Illinois, New Jersey, Virginia and Washington.'
EN,'These include IP and other Layer 3 protocols, supporting data, voice, and video traffic.'
EN,'I sent them the completed manuscript.'
EN,'Even with Wade back, there was pressure for Shaquille O\'Neal to come up with a big performance.'
EN,'In other marine fisheries action, the Commission will review and discuss draft rules to specify black sea bass trap marking requirements and standardize methods for measuring the length of marine fish.'
EN,'He said tourism was up 7 per cent last year, high prices for nickel, Cuba\'s top export, appeared solid, and 40 years of investment in human capital, such as medical personnel, were bringing in significant revenues.'
EN,'RhinoLaunch lets you put icons on your main PocketPC screen (known as the Today Screen) that you can click to directly reach an application.'
EN,'A skylight in the ceiling/floor between the second and third floors was eliminated.'
EN,'His resignation follows months of political crisis in the Czech Republic, prompted by a scandal over how Mr Gross managed to buy a luxury family apartment in Prague.'
EN,'\"But we have played with the pass a lot,\" he pointed out.'
EN,'As he storms toward his showdown with Lennox Lewis, is Mike Tyson the ultimate psycho celebrity in the midst of a public breakdown -- or the shrewdest self-promoter in boxing history?'
EN,'The youth, at the news conference, appealed to President John Agyekum Kufuor not to renew the mandate of the DCE in the interest of the party in Salaga and the region.'
EN,'Expanding its reach in the growing data storage market, server and software maker Sun Microsystems Inc. agreed Thursday to purchase Storage Technology Corp. for $4.1 billion in cash.'
EN,'Season the peeled shrimp with salt and pepper and sautÃ© them in a medium hot pan in olive oil.'
EN,'Following his sterling job as PM in Love Actually, Grant won the public\'s vote as their favourite fictional Prime Minister.'
EN,'Beth Murphy says she got loads of comfort from her wonderful neighbors, but the second-most-important asset was her Jeep TV.'
